ip,port,server
45.15.168.45,9562,''
45.15.168.45,7868,''
45.15.168.45,7871,''
45.15.168.45,9565,''
45.15.168.45,4474,''
45.15.168.45,11705,''
45.15.168.45,4475,''
45.15.168.45,7875,''
45.15.168.45,9568,''
45.15.168.45,11708,''
45.15.168.45,4476,''
45.15.168.45,9572,''
45.15.168.45,6459,''
45.15.168.45,9574,''
45.15.168.45,6460,''
45.15.168.45,7879,''
45.15.168.45,14396,''
45.15.168.45,9575,''
45.15.168.45,7882,''
45.15.168.45,7884,''
45.15.168.45,11719,''
45.15.168.45,4479,''
45.15.168.45,9583,''
45.15.168.45,11724,''
45.15.168.45,5363,''
45.15.168.45,9585,''
45.15.168.45,5364,''
45.15.168.45,11728,''
45.15.168.45,11734,''
45.15.168.45,6473,''
45.15.168.45,6474,''
45.15.168.45,2669,''
45.15.168.45,1929,''
45.15.168.45,11740,''
45.15.168.45,6476,''
45.15.168.45,6477,''
45.15.168.45,9599,''
45.15.168.45,14437,''
45.15.168.45,7901,''
45.15.168.45,6478,''
45.15.168.45,9602,''
45.15.168.45,1930,''
45.15.168.45,14442,''
45.15.168.45,6484,''
45.15.168.45,7908,''
45.15.168.45,6486,''
45.15.168.45,6487,''
45.15.168.45,11754,''
45.15.168.45,6490,''
45.15.168.45,9617,''
45.15.168.45,6491,''
45.15.168.45,9618,''
45.15.168.45,11762,''
45.15.168.45,11766,''
45.15.168.45,4498,''
45.15.168.45,6497,''
45.15.168.45,7913,''
45.15.168.45,5386,''
45.15.168.45,9629,''
45.15.168.45,9631,''
45.15.168.45,5393,''
45.15.168.45,4506,''
45.15.168.45,9640,''
45.15.168.45,7914,''
45.15.168.45,3784,''
45.15.168.45,5395,''
45.15.168.45,9642,''
45.15.168.45,6515,''
45.15.168.45,3787,''
45.15.168.45,14512,''
45.15.168.45,5400,''
45.15.168.45,7919,''
45.15.168.45,11798,''
45.15.168.45,4511,''
45.15.168.45,9649,''
45.15.168.45,7921,''
45.15.168.45,11805,''
45.15.168.45,4514,''
45.15.168.45,3790,''
45.15.168.45,6524,''
45.15.168.45,4516,''
45.15.168.45,3200,''
45.15.168.45,5407,''
45.15.168.45,7926,''
45.15.168.45,5408,''
45.15.168.45,9669,''
45.15.168.45,9670,''
45.15.168.45,9671,''
45.15.168.45,5410,''
45.15.168.45,9672,''
45.15.168.45,7932,''
45.15.168.45,3795,''
45.15.168.45,11826,''
45.15.168.45,11827,''
45.15.168.45,9677,''
45.15.168.45,14555,''
45.15.168.45,11835,''
45.15.168.45,7938,''
45.15.168.45,11838,''
45.15.168.45,9685,''
45.15.168.45,9684,''
45.15.168.45,6537,''
45.15.168.45,11843,''
45.15.168.45,5421,''
45.15.168.45,7946,''
45.15.168.45,3802,''
45.15.168.45,9688,''
45.15.168.45,9690,''
45.15.168.45,6541,''
45.15.168.45,9696,''
45.15.168.45,4531,''
45.15.168.45,9698,''
45.15.168.45,5426,''
45.15.168.45,4534,''
45.15.168.45,6548,''
45.15.168.45,6550,''
45.15.168.45,9705,''
45.15.168.45,9706,''
45.15.168.45,7956,''
45.15.168.45,7959,''
45.15.168.45,9708,''
45.15.168.45,6553,''
45.15.168.45,6554,''
45.15.168.45,9713,''
45.15.168.45,4539,''
45.15.168.45,7966,''
45.15.168.45,5435,''
45.15.168.45,9716,''
45.15.168.45,6561,''
45.15.168.45,11886,''
45.15.168.45,9719,''
45.15.168.45,9720,''
45.15.168.45,9721,''
45.15.168.45,11891,''
45.15.168.45,7971,''
45.15.168.45,7972,''
45.15.168.45,6565,''
45.15.168.45,9724,''
45.15.168.45,9725,''
45.15.168.45,7974,''
45.15.168.45,6567,''
45.15.168.45,6569,''

45.15.168.45,2303,''
45.15.168.45,7980,''
45.15.168.45,11907,''
45.15.168.45,14638,''
45.15.168.45,11909,''
45.15.168.45,11911,''
45.15.168.45,3819,''
45.15.168.45,9745,''
45.15.168.45,3822,''
45.15.168.45,9748,''
45.15.168.45,6580,''
45.15.168.45,11924,''
45.15.168.45,11926,''
45.15.168.45,6581,''
45.15.168.45,9753,''
45.15.168.45,6584,''
45.15.168.45,9761,''
45.15.168.45,4556,''
45.15.168.45,14685,''
45.15.168.45,9764,''
45.15.168.45,9771,''
45.15.168.45,6595,''
45.15.168.45,8016,''
45.15.168.45,8015,''
45.15.168.45,11956,''
45.15.168.45,9775,''
45.15.168.45,11958,''
45.15.168.45,4562,''
45.15.168.45,4564,''
45.15.168.45,5468,''
45.15.168.45,6600,''
45.15.168.45,9781,''
45.15.168.45,9790,''
45.15.168.45,6604,''
45.15.168.45,11980,''
45.15.168.45,8034,''
45.15.168.45,3840,''
45.15.168.45,11986,''
45.15.168.45,3240,''
45.15.168.45,9802,''
45.15.168.45,11990,''
45.15.168.45,5476,''
45.15.168.45,11989,''
45.15.168.45,8052,''
45.15.168.45,5479,''
45.15.168.45,5482,''
45.15.168.45,12011,''
45.15.168.45,4578,''
45.15.168.45,8064,''
45.15.168.45,8066,''
45.15.168.45,9826,''
45.15.168.45,8070,''
45.15.168.45,9829,''
45.15.168.45,5493,''
45.15.168.45,8072,''
45.15.168.45,8075,''
45.15.168.45,6631,''
45.15.168.45,9837,''
45.15.168.45,8077,''
45.15.168.45,8078,''
45.15.168.45,8080,''
45.15.168.45,12038,''
45.15.168.45,14810,''
45.15.168.45,8085,''
45.15.168.45,6639,''
45.15.168.45,9847,''
45.15.168.45,9846,''
45.15.168.45,5501,''
45.15.168.45,9850,''
45.15.168.45,8090,''
45.15.168.45,9852,''
45.15.168.45,9854,''
45.15.168.45,8092,''
45.15.168.45,14827,''
45.15.168.45,3255,''
45.15.168.45,8094,''
45.15.168.45,14831,''
45.15.168.45,14832,''
45.15.168.45,12067,''
45.15.168.45,8098,''
45.15.168.45,9862,''
45.15.168.45,9863,''
45.15.168.45,5507,''
45.15.168.45,12079,''
45.15.168.45,6654,''
45.15.168.45,12086,''
45.15.168.45,2735,''
45.15.168.45,4601,''
45.15.168.45,8115,''
45.15.168.45,8117,''
45.15.168.45,6662,''
45.15.168.45,14883,''
45.15.168.45,9886,''
45.15.168.45,6666,''
45.15.168.45,9895,''
45.15.168.45,6667,''
45.15.168.45,12113,''
45.15.168.45,8130,''
45.15.168.45,6671,''
45.15.168.45,6672,''
45.15.168.45,9903,''
45.15.168.45,4610,''
45.15.168.45,4612,''
45.15.168.45,9907,''
45.15.168.45,9910,''
45.15.168.45,5530,''
45.15.168.45,4616,''
45.15.168.45,9912,''
45.15.168.45,14924,''
45.15.168.45,8139,''
45.15.168.45,5532,''
45.15.168.45,9916,''
45.15.168.45,12135,''
45.15.168.45,5538,''
45.15.168.45,8145,''
45.15.168.45,5537,''
45.15.168.45,6685,''
45.15.168.45,6686,''
45.15.168.45,8150,''
45.15.168.45,8151,''
45.15.168.45,6690,''
45.15.168.45,12149,''
45.15.168.45,8153,''
45.15.168.45,5543,''
45.15.168.45,8155,''
45.15.168.45,9937,''
45.15.168.45,9939,''
45.15.168.45,8160,''
45.15.168.45,6699,''
45.15.168.45,12166,''
45.15.168.45,8161,''
45.15.168.45,6703,''
45.15.168.45,12174,''
45.15.168.45,6706,''
45.15.168.45,4629,''
45.15.168.45,12183,''
45.15.168.45,6709,''
45.15.168.45,9960,''
45.15.168.45,12186,''
45.15.168.45,9962,''
45.15.168.45,5557,''
45.15.168.45,3893,''
45.15.168.45,12192,''
45.15.168.45,9968,''
45.15.168.45,5561,''
45.15.168.45,6716,''
45.15.168.45,2756,''
45.15.168.45,8181,''
45.15.168.45,4637,''
45.15.168.45,12204,''
45.15.168.45,12206,''
45.15.168.45,12210,''
45.15.168.45,12218,''
45.15.168.45,2347,''
45.15.168.45,6727,''
45.15.168.45,3902,''
45.15.168.45,9991,''
45.15.168.45,9995,''
45.15.168.45,9997,''
45.15.168.45,12233,''
45.15.168.45,10000,''
45.15.168.45,3904,''
45.15.168.45,10002,''
45.15.168.45,5581,''
45.15.168.45,6737,''
45.15.168.45,10004,''
45.15.168.45,3295,''
45.15.168.45,8200,''
45.15.168.45,12242,''
45.15.168.45,12245,''
45.15.168.45,8208,''
45.15.168.45,8209,''
45.15.168.45,12251,''
45.15.168.45,5586,''
45.15.168.45,6745,''
45.15.168.45,8212,''
45.15.168.45,10015,''
45.15.168.45,6747,''
45.15.168.45,5589,''
45.15.168.45,8213,''
45.15.168.45,10018,''
45.15.168.45,8215,''
45.15.168.45,10020,''
45.15.168.45,10021,''
45.15.168.45,6748,''
45.15.168.45,6749,''
45.15.168.45,6750,''
45.15.168.45,8218,''
45.15.168.45,12269,''
45.15.168.45,10028,''
45.15.168.45,4656,''
45.15.168.45,12273,''
45.15.168.45,8224,''
45.15.168.45,12275,''
45.15.168.45,6755,''
45.15.168.45,5598,''
45.15.168.45,6759,''
45.15.168.45,8232,''
45.15.168.45,3919,''
45.15.168.45,4663,''
45.15.168.45,12294,''
45.15.168.45,6764,''
45.15.168.45,12296,''
45.15.168.45,8238,''
45.15.168.45,6766,''
45.15.168.45,10048,''
45.15.168.45,12300,''
45.15.168.45,12302,''
45.15.168.45,8241,''
45.15.168.45,8244,''
45.15.168.45,10052,''
45.15.168.45,4667,''
45.15.168.45,8245,''

45.15.168.45,10057,''
45.15.168.45,10056,''
45.15.168.45,4670,''
45.15.168.45,8247,''
45.15.168.45,10058,''
45.15.168.45,12312,''
45.15.168.45,8250,''
45.15.168.45,10061,''
45.15.168.45,4671,''
45.15.168.45,8252,''
45.15.168.45,10064,''
45.15.168.45,12317,''
45.15.168.45,8254,''
45.15.168.45,8256,''
45.15.168.45,3934,''
45.15.168.45,10068,''
45.15.168.45,8258,''
45.15.168.45,8263,''
45.15.168.45,10079,''
45.15.168.45,12334,''
45.15.168.45,10081,''
45.15.168.45,10082,''
45.15.168.45,8262,''
45.15.168.45,3326,''
45.15.168.45,8275,''
45.15.168.45,8276,''
45.15.168.45,10097,''
45.15.168.45,10096,''
45.15.168.45,12356,''
45.15.168.45,5615,''
45.15.168.45,10100,''
45.15.168.45,6799,''
45.15.168.45,4690,''
45.15.168.45,12362,''
45.15.168.45,12364,''
45.15.168.45,8288,''
45.15.168.45,10108,''
45.15.168.45,5619,''
45.15.168.45,12372,''
45.15.168.45,8291,''
45.15.168.45,10113,''
45.15.168.45,8292,''
45.15.168.45,10114,''
45.15.168.45,12374,''
45.15.168.45,10117,''
45.15.168.45,6809,''
45.15.168.45,8297,''
45.15.168.45,6814,''
45.15.168.45,10125,''
45.15.168.45,6815,''
45.15.168.45,6817,''
45.15.168.45,6816,''
45.15.168.45,2801,''
45.15.168.45,5629,''
45.15.168.45,6819,''
45.15.168.45,10132,''
45.15.168.45,4701,''
45.15.168.45,5631,''
45.15.168.45,10134,''
45.15.168.45,10135,''
45.15.168.45,8312,''
45.15.168.45,4704,''
45.15.168.45,8316,''
45.15.168.45,6824,''
45.15.168.45,6827,''
45.15.168.45,6830,''
45.15.168.45,10148,''
45.15.168.45,12402,''
45.15.168.45,10151,''
45.15.168.45,10152,''
45.15.168.45,4710,''
45.15.168.45,5639,''
45.15.168.45,8329,''
45.15.168.45,6837,''
45.15.168.45,8331,''
45.15.168.45,8335,''
45.15.168.45,12418,''
45.15.168.45,12422,''
45.15.168.45,5645,''
45.15.168.45,6843,''
45.15.168.45,5643,''
45.15.168.45,8337,''
45.15.168.45,12428,''
45.15.168.45,12429,''
45.15.168.45,8340,''
45.15.168.45,10170,''
45.15.168.45,4717,''
45.15.168.45,12431,''
45.15.168.45,4718,''
45.15.168.45,10175,''
45.15.168.45,8347,''
45.15.168.45,10176,''
45.15.168.45,6854,''
45.15.168.45,12447,''
45.15.168.45,10183,''
45.15.168.45,10184,''
45.15.168.45,10185,''
45.15.168.45,10186,''
45.15.168.45,6860,''
45.15.168.45,10188,''
45.15.168.45,10192,''
45.15.168.45,12462,''
45.15.168.45,3354,''
45.15.168.45,12463,''
45.15.168.45,6866,''
45.15.168.45,10195,''
45.15.168.45,12470,''
45.15.168.45,5667,''
45.15.168.45,12474,''
45.15.168.45,10204,''
45.15.168.45,4734,''
45.15.168.45,8370,''
45.15.168.45,12484,''
45.15.168.45,10214,''
45.15.168.45,5676,''
45.15.168.45,10217,''
45.15.168.45,12491,''
45.15.168.45,5678,''
45.15.168.45,12493,''
45.15.168.45,8375,''
45.15.168.45,4739,''
45.15.168.45,8378,''
45.15.168.45,6882,''
45.15.168.45,3361,''
45.15.168.45,5682,''
45.15.168.45,6885,''
45.15.168.45,10230,''
45.15.168.45,12505,''
45.15.168.45,5683,''
45.15.168.45,12511,''
45.15.168.45,4744,''
45.15.168.45,6887,''
45.15.168.45,12515,''
45.15.168.45,10240,''
45.15.168.45,4746,''
45.15.168.45,8388,''
45.15.168.45,6893,''
45.15.168.45,8391,''
45.15.168.45,8393,''
45.15.168.45,5694,''
45.15.168.45,6898,''
45.15.168.45,12543,''
45.15.168.45,10262,''
45.15.168.45,19253,''
45.15.168.45,5701,''
45.15.168.45,6904,''
45.15.168.45,6906,''
45.15.168.45,12553,''
45.15.168.45,4759,''
45.15.168.45,8409,''
45.15.168.45,12555,''
45.15.168.45,6910,''
45.15.168.45,8411,''
45.15.168.45,6913,''
45.15.168.45,5709,''
45.15.168.45,8417,''
45.15.168.45,5712,''
45.15.168.45,10282,''
45.15.168.45,10283,''
45.15.168.45,10287,''
45.15.168.45,8424,''
45.15.168.45,6925,''
45.15.168.45,8427,''
45.15.168.45,12585,''
45.15.168.45,8428,''
45.15.168.45,10294,''
45.15.168.45,4013,''
45.15.168.45,10295,''
45.15.168.45,6929,''
45.15.168.45,8434,''
45.15.168.45,12594,''
45.15.168.45,12597,''
45.15.168.45,8433,''
45.15.168.45,6936,''
45.15.168.45,10310,''
45.15.168.45,12609,''
45.15.168.45,10311,''
45.15.168.45,8445,''
45.15.168.45,15584,''
45.15.168.45,8448,''
45.15.168.45,5735,''
45.15.168.45,4021,''
45.15.168.45,10322,''
45.15.168.45,6947,''
45.15.168.45,5739,''
45.15.168.45,10324,''
45.15.168.45,6948,''
45.15.168.45,8456,''
45.15.168.45,8458,''
45.15.168.45,12629,''
45.15.168.45,8461,''
45.15.168.45,10334,''
45.15.168.45,6951,''
45.15.168.45,15617,''
45.15.168.45,10335,''
45.15.168.45,6955,''
45.15.168.45,10337,''
45.15.168.45,6956,''
45.15.168.45,10339,''
45.15.168.45,10340,''
45.15.168.45,5747,''
45.15.168.45,10341,''
45.15.168.45,6959,''
45.15.168.45,6963,''
45.15.168.45,10349,''
45.15.168.45,10351,''
45.15.168.45,5755,''
45.15.168.45,4033,''
45.15.168.45,10357,''
45.15.168.45,2422,''
45.15.168.45,5757,''
45.15.168.45,8483,''
45.15.168.45,8484,''
45.15.168.45,5758,''
45.15.168.45,12677,''
45.15.168.45,12678,''
45.15.168.45,8486,''
45.15.168.45,12676,''
45.15.168.45,8488,''
45.15.168.45,10369,''
45.15.168.45,12685,''
45.15.168.45,6973,''
45.15.168.45,4800,''
45.15.168.45,10372,''
45.15.168.45,10374,''
45.15.168.45,12689,''
45.15.168.45,5766,''
45.15.168.45,10377,''
45.15.168.45,8496,''
45.15.168.45,4805,''
45.15.168.45,6979,''
45.15.168.45,6981,''
45.15.168.45,15715,''
45.15.168.45,8503,''
45.15.168.45,12705,''
45.15.168.45,4810,''
45.15.168.45,12707,''
45.15.168.45,12710,''
45.15.168.45,6988,''
45.15.168.45,12712,''
45.15.168.45,10393,''
45.15.168.45,8508,''
45.15.168.45,6990,''
45.15.168.45,4812,''
45.15.168.45,8512,''
45.15.168.45,8513,''
45.15.168.45,5782,''
45.15.168.45,10406,''
45.15.168.45,10408,''
45.15.168.45,12741,''
45.15.168.45,8527,''
45.15.168.45,10423,''
45.15.168.45,8535,''
45.15.168.45,10426,''
45.15.168.45,12756,''
45.15.168.45,2434,''
45.15.168.45,10428,''
45.15.168.45,8537,''
45.15.168.45,8542,''
45.15.168.45,8544,''
45.15.168.45,7021,''
45.15.168.45,10441,''
45.15.168.45,5802,''
45.15.168.45,10444,''
45.15.168.45,12778,''
45.15.168.45,5807,''
45.15.168.45,5808,''
45.15.168.45,8555,''
45.15.168.45,8554,''
45.15.168.45,10455,''
45.15.168.45,5811,''
45.15.168.45,7031,''
45.15.168.45,4838,''
45.15.168.45,8562,''
45.15.168.45,8563,''
45.15.168.45,12802,''
45.15.168.45,8565,''
45.15.168.45,12806,''
45.15.168.45,4070,''
45.15.168.45,8567,''
45.15.168.45,8569,''
45.15.168.45,5816,''
45.15.168.45,4846,''
45.15.168.45,8573,''
45.15.168.45,7046,''
45.15.168.45,4079,''
45.15.168.45,12823,''
45.15.168.45,3434,''
45.15.168.45,7050,''
45.15.168.45,5823,''
45.15.168.45,3435,''
45.15.168.45,4853,''
45.15.168.45,10490,''
45.15.168.45,12837,''
45.15.168.45,10499,''
45.15.168.45,8588,''
45.15.168.45,7060,''
45.15.168.45,5829,''
45.15.168.45,8585,''
45.15.168.45,7062,''
45.15.168.45,8595,''
45.15.168.45,4086,''
45.15.168.45,8600,''
45.15.168.45,7067,''
45.15.168.45,12864,''
45.15.168.45,10517,''
45.15.168.45,5836,''
45.15.168.45,7071,''
45.15.168.45,10521,''
45.15.168.45,5838,''
45.15.168.45,7072,''
45.15.168.45,10523,''
45.15.168.45,3446,''
45.15.168.45,10527,''
45.15.168.45,12884,''
45.15.168.45,12885,''
45.15.168.45,8614,''
45.15.168.45,15917,''
45.15.168.45,12899,''
45.15.168.45,12900,''
45.15.168.45,10540,''
45.15.168.45,10542,''
45.15.168.45,8628,''
45.15.168.45,10546,''
45.15.168.45,10551,''
45.15.168.45,7091,''
45.15.168.45,7092,''
45.15.168.45,4883,''
45.15.168.45,4099,''
45.15.168.45,12920,''
45.15.168.45,7093,''
45.15.168.45,5860,''
45.15.168.45,7096,''
45.15.168.45,4887,''
45.15.168.45,12931,''
45.15.168.45,12938,''
45.15.168.45,10562,''
45.15.168.45,8650,''
45.15.168.45,7102,''
45.15.168.45,5865,''
45.15.168.45,7109,''
45.15.168.45,12954,''
45.15.168.45,7111,''
45.15.168.45,4895,''
45.15.168.45,7114,''
45.15.168.45,5875,''
45.15.168.45,8660,''
45.15.168.45,5876,''
45.15.168.45,7120,''
45.15.168.45,4900,''
45.15.168.45,12982,''
45.15.168.45,5880,''
45.15.168.45,12983,''
45.15.168.45,12987,''
45.15.168.45,4904,''
45.15.168.45,7126,''
45.15.168.45,8676,''
45.15.168.45,4906,''
45.15.168.45,4114,''
45.15.168.45,8680,''
45.15.168.45,5889,''
45.15.168.45,13002,''
45.15.168.45,7137,''
45.15.168.45,13003,''
45.15.168.45,7140,''
45.15.168.45,8689,''
45.15.168.45,13010,''
45.15.168.45,10604,''
45.15.168.45,7143,''
45.15.168.45,10607,''
45.15.168.45,8698,''
45.15.168.45,10612,''
45.15.168.45,16115,''
45.15.168.45,10620,''
45.15.168.45,13034,''
45.15.168.45,8709,''
45.15.168.45,2476,''
45.15.168.45,10628,''
45.15.168.45,7160,''
45.15.168.45,13046,''
45.15.168.45,8716,''
45.15.168.45,5909,''
45.15.168.45,7165,''
45.15.168.45,13052,''
45.15.168.45,8719,''
45.15.168.45,7166,''
45.15.168.45,10637,''
45.15.168.45,13059,''
45.15.168.45,5915,''
45.15.168.45,13060,''
45.15.168.45,10642,''
45.15.168.45,4132,''
45.15.168.45,8726,''
45.15.168.45,10645,''
45.15.168.45,10648,''
45.15.168.45,13069,''
45.15.168.45,10650,''
45.15.168.45,7176,''
45.15.168.45,8731,''
45.15.168.45,7178,''
45.15.168.45,7177,''
45.15.168.45,8732,''
45.15.168.45,10656,''
45.15.168.45,10655,''
45.15.168.45,10657,''
45.15.168.45,13085,''
45.15.168.45,8739,''
45.15.168.45,10665,''
45.15.168.45,7184,''
45.15.168.45,10667,''
45.15.168.45,13091,''
45.15.168.45,3491,''
45.15.168.45,10668,''
45.15.168.45,10669,''
45.15.168.45,4938,''
45.15.168.45,4140,''
45.15.168.45,8745,''
45.15.168.45,3494,''
45.15.168.45,4142,''
45.15.168.45,10675,''
45.15.168.45,8748,''
45.15.168.45,2933,''
45.15.168.45,7193,''
45.15.168.45,8752,''
45.15.168.45,4143,''
45.15.168.45,10685,''
45.15.168.45,7196,''
45.15.168.45,10686,''
45.15.168.45,13112,''
45.15.168.45,8759,''
45.15.168.45,10693,''
45.15.168.45,5937,''
45.15.168.45,13120,''
45.15.168.45,10699,''
45.15.168.45,4950,''
45.15.168.45,13127,''
45.15.168.45,13128,''
45.15.168.45,4951,''
45.15.168.45,8772,''
45.15.168.45,13134,''
45.15.168.45,13133,''
45.15.168.45,5946,''
45.15.168.45,13139,''
45.15.168.45,13140,''
45.15.168.45,10711,''
45.15.168.45,7214,''
45.15.168.45,10726,''
45.15.168.45,7220,''
45.15.168.45,8789,''
45.15.168.45,13161,''
45.15.168.45,4964,''
45.15.168.45,8798,''
45.15.168.45,5964,''
45.15.168.45,7230,''
45.15.168.45,8800,''
45.15.168.45,10743,''
45.15.168.45,8804,''
45.15.168.45,4969,''
45.15.168.45,10744,''
45.15.168.45,8805,''
45.15.168.45,10748,''
45.15.168.45,13187,''
45.15.168.45,5971,''
45.15.168.45,13196,''
45.15.168.45,4166,''
45.15.168.45,8816,''
45.15.168.45,10759,''
45.15.168.45,10763,''
45.15.168.45,10764,''
45.15.168.45,7247,''
45.15.168.45,4980,''
45.15.168.45,7249,''
45.15.168.45,8828,''
45.15.168.45,5980,''
45.15.168.45,10780,''
45.15.168.45,8839,''
45.15.168.45,7264,''
45.15.168.45,10787,''
45.15.168.45,8842,''
45.15.168.45,8850,''
45.15.168.45,10800,''
45.15.168.45,7276,''
45.15.168.45,10809,''
45.15.168.45,8857,''
45.15.168.45,8859,''
45.15.168.45,4187,''
45.15.168.45,10814,''
45.15.168.45,5999,''
45.15.168.45,10816,''
45.15.168.45,8864,''
45.15.168.45,4189,''
45.15.168.45,10819,''
45.15.168.45,6000,''
45.15.168.45,7289,''
45.15.168.45,13284,''
45.15.168.45,10825,''
45.15.168.45,13289,''
45.15.168.45,6004,''
45.15.168.45,10830,''
45.15.168.45,13295,''
45.15.168.45,6010,''
45.15.168.45,8880,''
45.15.168.45,4194,''
45.15.168.45,7297,''
45.15.168.45,13303,''
45.15.168.45,13304,''
45.15.168.45,10840,''
45.15.168.45,6014,''
45.15.168.45,5015,''
45.15.168.45,8889,''
45.15.168.45,10846,''
45.15.168.45,13314,''
45.15.168.45,6018,''
45.15.168.45,6019,''
45.15.168.45,13315,''
45.15.168.45,10851,''
45.15.168.45,10852,''
45.15.168.45,7309,''
45.15.168.45,8897,''
45.15.168.45,10859,''
45.15.168.45,13325,''
45.15.168.45,10861,''
45.15.168.45,13327,''
45.15.168.45,6024,''
45.15.168.45,10866,''
45.15.168.45,8905,''
45.15.168.45,7318,''
45.15.168.45,8907,''
45.15.168.45,4209,''
45.15.168.45,13341,''
45.15.168.45,7320,''
45.15.168.45,8909,''
45.15.168.45,8910,''
45.15.168.45,10874,''
45.15.168.45,13344,''
45.15.168.45,5025,''
45.15.168.45,8912,''
45.15.168.45,7324,''
45.15.168.45,13348,''
45.15.168.45,13350,''
45.15.168.45,10884,''
45.15.168.45,10886,''
45.15.168.45,13357,''
45.15.168.45,13362,''
45.15.168.45,10894,''
45.15.168.45,13365,''
45.15.168.45,10904,''
45.15.168.45,10905,''
45.15.168.45,8934,''
45.15.168.45,7340,''
45.15.168.45,7339,''
45.15.168.45,13386,''
45.15.168.45,6048,''
45.15.168.45,13393,''
45.15.168.45,8944,''
45.15.168.45,7344,''
45.15.168.45,3554,''
45.15.168.45,10925,''
45.15.168.45,6054,''
45.15.168.45,13403,''
45.15.168.45,6057,''
45.15.168.45,6058,''
45.15.168.45,7350,''
45.15.168.45,13416,''
45.15.168.45,10939,''
45.15.168.45,13427,''
45.15.168.45,4232,''
45.15.168.45,10945,''
45.15.168.45,7363,''
45.15.168.45,8968,''
45.15.168.45,7364,''
45.15.168.45,5056,''
45.15.168.45,7369,''
45.15.168.45,7370,''
45.15.168.45,6073,''
45.15.168.45,10957,''
45.15.168.45,6074,''
45.15.168.45,8979,''
45.15.168.45,13455,''
45.15.168.45,6077,''
45.15.168.45,7376,''
45.15.168.45,10968,''
45.15.168.45,8988,''
45.15.168.45,10969,''
45.15.168.45,8987,''
45.15.168.45,13469,''
45.15.168.45,13470,''
45.15.168.45,6084,''
45.15.168.45,8996,''
45.15.168.45,10979,''
45.15.168.45,13478,''
45.15.168.45,10983,''
